"","Har96hVsNaive_unique","NoHar96hVsNaive_unique","Har96hVsNaive_NoHar96hVsNaive_intersection"
"2882",NA,NA,"Mgmt"
"2883",NA,NA,"Tlr1"
"2884",NA,NA,"Csf2rb"
"2885",NA,NA,"Cpeb2"
"2886",NA,NA,"Ighv1-26"
"2887",NA,NA,"F13a1"
"2888",NA,NA,"Cd163"
"2889",NA,NA,"Tle3"
"2890",NA,NA,"Eno2"
"2891",NA,NA,"Prg2"
"2892",NA,NA,"Saal1"
"2893",NA,NA,"Ciart"
"2894",NA,NA,"Epc2"
"2895",NA,NA,"Zfp362"
"2896",NA,NA,"Cep170"
"2897",NA,NA,"Rgs12"
"2898",NA,NA,"Ccrl2"
"2899",NA,NA,"Rapgef5"
"2900",NA,NA,"Arl2"
"2901",NA,NA,"Kyat3"
"2902",NA,NA,"Psph"
"2903",NA,NA,"Ggta1"
"2904",NA,NA,"H2bc3"
"2905",NA,NA,"Prkcz"
"2906",NA,NA,"Rtkn"
"2907",NA,NA,"Dnase1l3"
"2908",NA,NA,"Cfp"
"2909",NA,NA,"1190007I07Rik"
"2910",NA,NA,"Tubb1"
"2911",NA,NA,"Itga2b"
"2912",NA,NA,"Acpp"
"2913",NA,NA,"Ikbip"
"2914",NA,NA,"Ralgapa2"
"2915",NA,NA,"Igkv19-93"
"2916",NA,NA,"Eif5a2"
"2917",NA,NA,"Hdhd3"
"2918",NA,NA,"Sccpdh"
"2919",NA,NA,"Ptgr1"
"2920",NA,NA,"Was"
"2921",NA,NA,"Chrne"
"2922",NA,NA,"Kcnip3"
"2923",NA,NA,"Ralgapb"
"2924",NA,NA,"Agpat4"
"2925",NA,NA,"B4gat1"
"2926",NA,NA,"Stk35"
"2927",NA,NA,"Bok"
"2928",NA,NA,"Ice1"
"2929",NA,NA,"Tbc1d22b"
"2930",NA,NA,"Lmo4"
"2931",NA,NA,"Gfpt2"
"2932",NA,NA,"Castor1"
"2933",NA,NA,"Ighv9-3"
"2934",NA,NA,"Llgl2"
"2935",NA,NA,"Ifit1bl2"
"2936",NA,NA,"Gm49396"
"2937",NA,NA,"Lpcat2"
"2938",NA,NA,"Rab11fip4"
"2939",NA,NA,"B3gnt3"
"2940",NA,NA,"Gpr35"
"2941",NA,NA,"Nfatc1"
"2942",NA,NA,"Ino80d"
"2943",NA,NA,"Eea1"
"2944",NA,NA,"Tmem29"
"2945",NA,NA,"Crispld2"
"2946",NA,NA,"Pf4"
"2947",NA,NA,"Retnlg"
"2948",NA,NA,"Rccd1"
"2949",NA,NA,"Taf4b"
"2950",NA,NA,"Kansl1l"
"2951",NA,NA,"Atad2b"
"2952",NA,NA,"Lpl"
"2953",NA,NA,"Tmem26"
"2954",NA,NA,"Cacna2d4"
"2955",NA,NA,"Rhod"
"2956",NA,NA,"Tbc1d19"
"2957",NA,NA,"Trim46"
"2958",NA,NA,"Ccdc166"
"2959",NA,NA,"Adam9"
"2960",NA,NA,"Cd70"
"2961",NA,NA,"Ccr10"
"2962",NA,NA,"Dipk1b"
"2963",NA,NA,"Casd1"
"2964",NA,NA,"Trappc8"
"2965",NA,NA,"Rap2a"
"2966",NA,NA,"Igf2bp3"
"2967",NA,NA,"Cyp11a1"
"2968",NA,NA,"Morn2"
"2969",NA,NA,"Kifap3"
"2970",NA,NA,"Prr14l"
"2971",NA,NA,"Gm6377"
"2972",NA,NA,"Btd"
"2973",NA,NA,"Fzd7"
"2974",NA,NA,"Smim19"
"2975",NA,NA,"Hmces"
"2976",NA,NA,"Tsc1"
"2977",NA,NA,"Ssc4d"
"2978",NA,NA,"Trav14-1"
"2979",NA,NA,"Hpgds"
"2980",NA,NA,"Mysm1"
"2981",NA,NA,"Penk"
"2982",NA,NA,"Enox2"
"2983",NA,NA,"Serpine1"
"2984",NA,NA,"H2-Ab1"
"2985",NA,NA,"Polr3g"
"2986",NA,NA,"Dock3"
"2987",NA,NA,"Lyn"
"2988",NA,NA,"Aplf"
"2989",NA,NA,"Axl"
"2990",NA,NA,"Chac1"
"2991",NA,NA,"Trmt5"
"2992",NA,NA,"Cxcr5"
"2993",NA,NA,"Zfp748"
"2994",NA,NA,"Trrap"
"2995",NA,NA,"Susd6"
"2996",NA,NA,"Adamts14"
"2997",NA,NA,"Ighv3-6"
"2998",NA,NA,"Rps19bp1"
"2999",NA,NA,"Mzf1"
"3000",NA,NA,"Ttc8"
"3001",NA,NA,"Rbm12"
"3002",NA,NA,"Fcho2"
"3003",NA,NA,"Metap1d"
"3004",NA,NA,"Ccr2"
"3005",NA,NA,"Gse1"
"3006",NA,NA,"Cutc"
"3007",NA,NA,"Hspa1b"
"3008",NA,NA,"Ccr3"
"3009",NA,NA,"Ntn1"
"3010",NA,NA,"Klhl18"
"3011",NA,NA,"Gtf2h4"
"3012",NA,NA,"Hbb-bs"
"3013",NA,NA,"Tulp2"
"3014",NA,NA,"Prkrip1"
"3015",NA,NA,"Itgax"
"3016",NA,NA,"Ocel1"
"3017",NA,NA,"Rdh10"
"3018",NA,NA,"Sanbr"
"3019",NA,NA,"Pdgfb"
"3020",NA,NA,"Ybey"
"3021",NA,NA,"Gabbr1"
"3022",NA,NA,"Zfp948"
"3023",NA,NA,"Rasal1"
"3024",NA,NA,"Rad54l2"
"3025",NA,NA,"Apoo"
"3026",NA,NA,"Rc3h1"
"3027",NA,NA,"Slc9a3r2"
"3028",NA,NA,"Lgr4"
"3029",NA,NA,"Xkrx"
"3030",NA,NA,"Inha"
"3031",NA,NA,"Ptbp2"
"3032",NA,NA,"Uros"
"3033",NA,NA,"Man2a1"
"3034",NA,NA,"Arhgap39"
"3035",NA,NA,"H2ac8"
"3036",NA,NA,"Zfp398"
"3037",NA,NA,"Ccnk"
"3038",NA,NA,"Prr12"
"3039",NA,NA,"Ptpn5"
"3040",NA,NA,"Patl2"
"3041",NA,NA,"Tbc1d31"
"3042",NA,NA,"Insyn2b"
"3043",NA,NA,"Dnajc17"
"3044",NA,NA,"Slc25a45"
"3045",NA,NA,"Dand5"
"3046",NA,NA,"Acvr1b"
"3047",NA,NA,"Ccdc122"
"3048",NA,NA,"Pycr1"
"3049",NA,NA,"Chn2"
"3050",NA,NA,"Pigf"
"3051",NA,NA,"Bard1"
"3052",NA,NA,"Xylt1"
"3053",NA,NA,"Cadm1"
"3054",NA,NA,"Fpr1"
"3055",NA,NA,"Slc12a6"
"3056",NA,NA,"Fam13b"
"3057",NA,NA,"Nedd4"
"3058",NA,NA,"Stau2"
"3059",NA,NA,"Arhgap26"
"3060",NA,NA,"Ccdc30"
"3061",NA,NA,"Ccdc159"
"3062",NA,NA,"H3c3"
"3063",NA,NA,"Cyp4f39"
"3064",NA,NA,"Zfp942"
"3065",NA,NA,"Endov"
"3066",NA,NA,"Ankrd13b"
"3067",NA,NA,"Hps6"
"3068",NA,NA,"Iffo1"
"3069",NA,NA,"Asap3"
"3070",NA,NA,"Dnah17"
"3071",NA,NA,"Tuba3a"
"3072",NA,NA,"Hacd4"
"3073",NA,NA,"Cep120"
"3074",NA,NA,"Snapc4"
"3075",NA,NA,"Apold1"
"3076",NA,NA,"a"
"3077",NA,NA,"Zfp870"
"3078",NA,NA,"Siglecg"
"3079",NA,NA,"Gm5152"
"3080",NA,NA,"Tgif2"
"3081",NA,NA,"Trbv29"
"3082",NA,NA,"Tmprss6"
"3083",NA,NA,"Il17a"
"3084",NA,NA,"Luzp1"
"3085",NA,NA,"Slc4a8"
"3086",NA,NA,"Ntf5"
"3087",NA,NA,"AU022252"
"3088",NA,NA,"Tmem177"
"3089",NA,NA,"Arhgap21"
"3090",NA,NA,"Chchd1"
"3091",NA,NA,"Slc4a4"
"3092",NA,NA,"Gatad1"
"3093",NA,NA,"Tefm"
"3094",NA,NA,"Plp1"
"3095",NA,NA,"Dach2"
"3096",NA,NA,"Nectin2"
"3097",NA,NA,"Paqr9"
"3098",NA,NA,"Pdgfa"
"3099",NA,NA,"Atf6"
"3100",NA,NA,"Scpep1"
"3101",NA,NA,"Slfn3"
"3102",NA,NA,"Rab6b"
"3103",NA,NA,"Szt2"
"3104",NA,NA,"Tmem263"
"3105",NA,NA,"Cry2"
"3106",NA,NA,"Cryz"
"3107",NA,NA,"Zfp950"
"3108",NA,NA,"Reep2"
"3109",NA,NA,"Zfyve21"
"3110",NA,NA,"Adcy4"
"3111",NA,NA,"Dapk2"
"3112",NA,NA,"Nacc1"
"3113",NA,NA,"Ipo11"
"3114",NA,NA,"Pilrb2"
"3115",NA,NA,"Zfp771"
"3116",NA,NA,"Rbm15"
"3117",NA,NA,"Igkv6-23"
"3118",NA,NA,"Fbxw4"
"3119",NA,NA,"Tchp"
"3120",NA,NA,"Pogz"
"3121",NA,NA,"Actg2"
"3122",NA,NA,"Pex11g"
"3123",NA,NA,"Cstdc4"
"3124",NA,NA,"Tmem53"
"3125",NA,NA,"Adap2"
"3126",NA,NA,"Rab13"
"3127",NA,NA,"Trmt12"
"3128",NA,NA,"Pter"
"3129",NA,NA,"Rftn2"
"3130",NA,NA,"Cep89"
"3131",NA,NA,"Zfp385a"
"3132",NA,NA,"Gnat1"
"3133",NA,NA,"Coro6"
"3134",NA,NA,"Tlr12"
"3135",NA,NA,"Igkv5-48"
"3136",NA,NA,"Fndc9"
"3137",NA,NA,"Rfx3"
"3138",NA,NA,"Dgcr6"
"3139",NA,NA,"Igkv8-24"
"3140",NA,NA,"Ttc30a1"
"3141",NA,NA,"Ankrd42"
"3142",NA,NA,"Ptgfrn"
"3143",NA,NA,"Cystm1"
"3144",NA,NA,"Cdc14a"
"3145",NA,NA,"Cma1"
"3146",NA,NA,"Sox12"
"3147",NA,NA,"Usp32"
"3148",NA,NA,"Gm8773"
"3149",NA,NA,"Cfap20dc"
"3150",NA,NA,"Asph"
"3151",NA,NA,"Micall1"
"3152",NA,NA,"Cd5l"
"3153",NA,NA,"Acer2"
"3154",NA,NA,"Nfkbil1"
"3155",NA,NA,"Tax1bp3"
"3156",NA,NA,"Mex3c"
"3157",NA,NA,"Adgrb2"
"3158",NA,NA,"Gm19684"
"3159",NA,NA,"Mmgt2"
"3160",NA,NA,"Ptch1"
"3161",NA,NA,"Fam222a"
"3162",NA,NA,"Glipr1"
"3163",NA,NA,"Zfp579"
"3164",NA,NA,"Sap130"
"3165",NA,NA,"Syn1"
"3166",NA,NA,"Epb41l1"
"3167",NA,NA,"Fam183b"
"3168",NA,NA,"Stx1a"
"3169",NA,NA,"Pkp4"
"3170",NA,NA,"Erlin1"
"3171",NA,NA,"Mink1"
"3172",NA,NA,"Mybl1"
"3173",NA,NA,"Dtwd1"
"3174",NA,NA,"Sema4b"
"3175",NA,NA,"Pgap1"
"3176",NA,NA,"Xpot"
"3177",NA,NA,"Kif1a"
"3178",NA,NA,"Ptar1"
"3179",NA,NA,"Rph3al"
"3180",NA,NA,"0610010K14Rik"
"3181",NA,NA,"Rab20"
"3182",NA,NA,"Klrb1a"
"3183",NA,NA,"Slc45a3"
"3184",NA,NA,"Dok3"
"3185",NA,NA,"Jade2"
"3186",NA,NA,"Fan1"
"3187",NA,NA,"Ifi44"
"3188",NA,NA,"Ptpro"
"3189",NA,NA,"Wwox"
"3190",NA,NA,"Slc39a8"
"3191",NA,NA,"Gm10131"
"3192",NA,NA,"Ikzf4"
"3193",NA,NA,"Vamp5"
"3194",NA,NA,"Prr7"
"3195",NA,NA,"Cep128"
"3196",NA,NA,"Specc1"
"3197",NA,NA,"Snca"
"3198",NA,NA,"Dusp12"
"3199",NA,NA,"Traj19"
"3200",NA,NA,"Art3"
"3201",NA,NA,"Pomt1"
"3202",NA,NA,"Rilpl1"
"3203",NA,NA,"Igkc"
"3204",NA,NA,"Rprd1a"
"3205",NA,NA,"Anxa3"
"3206",NA,NA,"Sik2"
"3207",NA,NA,"Rbmx2"
"3208",NA,NA,"Trim5"
"3209",NA,NA,"Mfsd3"
"3210",NA,NA,"Slc12a8"
"3211",NA,NA,"Slc25a28"
"3212",NA,NA,"P2ry2"
"3213",NA,NA,"Klrd1"
"3214",NA,NA,"St3gal2"
"3215",NA,NA,"Pin4"
"3216",NA,NA,"Gzf1"
"3217",NA,NA,"Sgce"
"3218",NA,NA,"Map4k3"
"3219",NA,NA,"Ccno"
"3220",NA,NA,"Fcer2a"
"3221",NA,NA,"Fbxo36"
"3222",NA,NA,"Iqsec1"
"3223",NA,NA,"Il9r"
"3224",NA,NA,"Rac3"
"3225",NA,NA,"Itpripl2"
"3226",NA,NA,"Dynlt2b"
"3227",NA,NA,"Rhbdd3"
"3228",NA,NA,"Cfap418"
"3229",NA,NA,"Sos1"
"3230",NA,NA,"Atp6v0d2"
"3231",NA,NA,"Cnih3"
"3232",NA,NA,"Lair1"
"3233",NA,NA,"Lrch4"
"3234",NA,NA,"Hes1"
"3235",NA,NA,"Cd22"
"3236",NA,NA,"Rab11fip2"
"3237",NA,NA,"Psd"
"3238",NA,NA,"Echdc1"
"3239",NA,NA,"Yipf2"
"3240",NA,NA,"Ifi204"
"3241",NA,NA,"Gspt2"
"3242",NA,NA,"Trbv26"
"3243",NA,NA,"Ifitm6"
"3244",NA,NA,"Igkv1-135"
"3245",NA,NA,"Entpd7"
"3246",NA,NA,"Mbd4"
"3247",NA,NA,"Dync2i2"
"3248",NA,NA,"Pls3"
"3249",NA,NA,"Rasgrf2"
"3250",NA,NA,"Dmxl1"
"3251",NA,NA,"Zfhx2"
"3252",NA,NA,"Ttll3"
"3253",NA,NA,"Hmbox1"
"3254",NA,NA,"Atp5l"
"3255",NA,NA,"Phtf2"
"3256",NA,NA,"Trav19"
"3257",NA,NA,"Naip5"
"3258",NA,NA,"Plcxd1"
"3259",NA,NA,"Tubd1"
"3260",NA,NA,"H2-DMb2"
"3261",NA,NA,"Bdp1"
"3262",NA,NA,"Iigp1"
"3263",NA,NA,"Vav2"
"3264",NA,NA,"Ifng"
"3265",NA,NA,"Rasgef1b"
"3266",NA,NA,"Col11a2"
"3267",NA,NA,"Syne1"
"3268",NA,NA,"Arhgap29"
"3269",NA,NA,"Ebi3"
"3270",NA,NA,"Gas2l3"
"3271",NA,NA,"Gbp2b"
"3272",NA,NA,"Abl2"
"3273",NA,NA,"Igkv14-126"
"3274",NA,NA,"Hdac9"
"3275",NA,NA,"Thap4"
"3276",NA,NA,"Prag1"
"3277",NA,NA,"Rtn2"
"3278",NA,NA,"Pdzd2"
"3279",NA,NA,"Gck"
"3280",NA,NA,"Cd300lf"
"3281",NA,NA,"Fgd2"
"3282",NA,NA,"Rgs3"
"3283",NA,NA,"Ccl3"
"3284",NA,NA,"Hmgn3"
"3285",NA,NA,"Zswim5"
"3286",NA,NA,"Dlg1"
"3287",NA,NA,"Epx"
"3288",NA,NA,"Pcdhgc4"
"3289",NA,NA,"Tnfrsf23"
"3290",NA,NA,"Ly6k"
"3291",NA,NA,"Plod3"
"3292",NA,NA,"Elmo3"
"3293",NA,NA,"Rras"
"3294",NA,NA,"Agap2"
"3295",NA,NA,"Rpgrip1"
"3296",NA,NA,"Ythdc2"
"3297",NA,NA,"Lpin2"
"3298",NA,NA,"Spsb1"
"3299",NA,NA,"Inka2"
"3300",NA,NA,"Diaph2"
"3301",NA,NA,"Gdpgp1"
"3302",NA,NA,"Dstyk"
"3303",NA,NA,"Pgpep1l"
"3304",NA,NA,"H2-Q10"
"3305",NA,NA,"Hivep3"
"3306",NA,NA,"Chst14"
"3307",NA,NA,"Palb2"
"3308",NA,NA,"Fggy"
"3309",NA,NA,"Syt12"
"3310",NA,NA,"Echdc2"
"3311",NA,NA,"Igkv17-127"
"3312",NA,NA,"Ces2c"
"3313",NA,NA,"Xkr5"
"3314",NA,NA,"Ell2"
"3315",NA,NA,"Ier3"
"3316",NA,NA,"Crtc1"
"3317",NA,NA,"Kif13b"
"3318",NA,NA,"Irf5"
"3319",NA,NA,"D3Ertd751e"
"3320",NA,NA,"Cecr2"
"3321",NA,NA,"S1pr5"
"3322",NA,NA,"Ndst1"
"3323",NA,NA,"Col14a1"
"3324",NA,NA,"Dtd2"
"3325",NA,NA,"Emilin2"
"3326",NA,NA,"Tlcd1"
"3327",NA,NA,"Osbpl7"
"3328",NA,NA,"Npdc1"
"3329",NA,NA,"Ppfibp1"
"3330",NA,NA,"Gpr137"
"3331",NA,NA,"Fmo5"
"3332",NA,NA,"Iqcg"
"3333",NA,NA,"Ly86"
"3334",NA,NA,"Sfmbt2"
"3335",NA,NA,"Spaca1"
"3336",NA,NA,"Aplp1"
"3337",NA,NA,"Plcd1"
"3338",NA,NA,"Tamalin"
"3339",NA,NA,"Tmem216"
"3340",NA,NA,"Wfdc17"
"3341",NA,NA,"Gm3839"
"3342",NA,NA,"Clba1"
"3343",NA,NA,"Fam72a"
"3344",NA,NA,"N4bp2"
"3345",NA,NA,"Dst"
"3346",NA,NA,"Magohb"
"3347",NA,NA,"Cbfa2t3"
"3348",NA,NA,"Krba1"
"3349",NA,NA,"Clec11a"
"3350",NA,NA,"S1pr3"
"3351",NA,NA,"Kif24"
"3352",NA,NA,"Col23a1"
"3353",NA,NA,"Chst11"
"3354",NA,NA,"Galnt14"
"3355",NA,NA,"Dock4"
"3356",NA,NA,"Unkl"
"3357",NA,NA,"Nlgn2"
"3358",NA,NA,"Zc3h11a"
"3359",NA,NA,"Rap1gap2"
"3360",NA,NA,"Nek4"
"3361",NA,NA,"Vcl"
"3362",NA,NA,"Zswim6"
"3363",NA,NA,"Cd200r4"
"3364",NA,NA,"Cpne2"
"3365",NA,NA,"Slfn9"
"3366",NA,NA,"Pou5f2"
"3367",NA,NA,"Polq"
"3368",NA,NA,"Mfsd4a"
"3369",NA,NA,"Dvl1"
"3370",NA,NA,"Art4"
"3371",NA,NA,"Mmp9"
"3372",NA,NA,"D5Ertd579e"
"3373",NA,NA,"Sh2b2"
"3374",NA,NA,"Taf4"
"3375",NA,NA,"St6galnac3"
"3376",NA,NA,"Tec"
"3377",NA,NA,"Slc39a14"
"3378",NA,NA,"Sipa1l3"
"3379",NA,NA,"Mex3b"
"3380",NA,NA,"Gm1673"
"3381",NA,NA,"Irgq"
"3382",NA,NA,"Iglv2"
"3383",NA,NA,"Nipa1"
"3384",NA,NA,"Sez6l2"
"3385",NA,NA,"Slc25a27"
"3386",NA,NA,"Tirap"
"3387",NA,NA,"Atxn7"
"3388",NA,NA,"Ccl4"
"3389",NA,NA,"Clu"
"3390",NA,NA,"Fahd1"
"3391",NA,NA,"Nme6"
"3392",NA,NA,"Nhsl1"
"3393",NA,NA,"Mtmr10"
"3394",NA,NA,"Fkbpl"
"3395",NA,NA,"Bcl2l14"
"3396",NA,NA,"Kctd12"
"3397",NA,NA,"Zfp358"
"3398",NA,NA,"Fastkd1"
"3399",NA,NA,"Itgam"
"3400",NA,NA,"Art5"
"3401",NA,NA,"Gemin8"
"3402",NA,NA,"Zfp93"
"3403",NA,NA,"Ift122"
"3404",NA,NA,"Zfp609"
"3405",NA,NA,"Klrb1b"
"3406",NA,NA,"Abcc3"
"3407",NA,NA,"Gpc3"
"3408",NA,NA,"Ap5b1"
"3409",NA,NA,"Inpp4a"
"3410",NA,NA,"Spata2l"
"3411",NA,NA,"Bspry"
"3412",NA,NA,"Herc6"
"3413",NA,NA,"Zdhhc12"
"3414",NA,NA,"Ifitm1"
"3415",NA,NA,"Cstpp1"
"3416",NA,NA,"Aif1"
"3417",NA,NA,"Fdps"
"3418",NA,NA,"Tet1"
"3419",NA,NA,"Cdin1"
"3420",NA,NA,"Card9"
"3421",NA,NA,"Dusp3"
"3422",NA,NA,"Smpd2"
"3423",NA,NA,"Sostdc1"
"3424",NA,NA,"Sacs"
"3425",NA,NA,"Clock"
"3426",NA,NA,"Igha"
"3427",NA,NA,"Lratd2"
"3428",NA,NA,"Nfe2"
"3429",NA,NA,"Il1rap"
"3430",NA,NA,"Tbx6"
"3431",NA,NA,"Trmt13"
"3432",NA,NA,"Jup"
"3433",NA,NA,"Sorcs2"
"3434",NA,NA,"Etfb"
"3435",NA,NA,"Extl2"
"3436",NA,NA,"Ighv4-1"
"3437",NA,NA,"Man1c1"
"3438",NA,NA,"Atp11c"
"3439",NA,NA,"Gm10130"
"3440",NA,NA,"Dact3"
"3441",NA,NA,"Pfkm"
"3442",NA,NA,"Nphp1"
"3443",NA,NA,"Ighv5-9"
"3444",NA,NA,"Slc41a2"
"3445",NA,NA,"Accs"
"3446",NA,NA,"Igkv1-110"
"3447",NA,NA,"Mbtd1"
"3448",NA,NA,"Osbpl5"
"3449",NA,NA,"Pgap3"
"3450",NA,NA,"Foxp2"
"3451",NA,NA,"Zdhhc17"
"3452",NA,NA,"Iglc2"
"3453",NA,NA,"Lmtk2"
"3454",NA,NA,"Kcnab3"
"3455",NA,NA,"Npas2"
"3456",NA,NA,"Fen1"
"3457",NA,NA,"Cables1"
"3458",NA,NA,"Cxcl2"
"3459",NA,NA,"Tgfbrap1"
"3460",NA,NA,"Fam171b"
"3461",NA,NA,"Fgr"
"3462",NA,NA,"Usp27x"
"3463",NA,NA,"Raver2"
"3464",NA,NA,"Trim65"
"3465",NA,NA,"Bmp7"
"3466",NA,NA,"Map4k5"
"3467",NA,NA,"Cd86"
"3468",NA,NA,"Tnfsf14"
"3469",NA,NA,"Tmem231"
"3470",NA,NA,"Zik1"
"3471",NA,NA,"Tifab"
"3472",NA,NA,"Zfp710"
"3473",NA,NA,"Sh3tc1"
"3474",NA,NA,"Kifc2"
"3475",NA,NA,"Aipl1"
"3476",NA,NA,"Dnajc6"
"3477",NA,NA,"Rab33a"
"3478",NA,NA,"Traj9"
"3479",NA,NA,"Ankmy2"
"3480",NA,NA,"Sox5"
"3481",NA,NA,"Pdcd1lg2"
"3482",NA,NA,"Natd1"
"3483",NA,NA,"Traj34"
"3484",NA,NA,"Atf7"
"3485",NA,NA,"Reep6"
"3486",NA,NA,"Cabyr"
"3487",NA,NA,"Foxo4"
"3488",NA,NA,"Elovl4"
"3489",NA,NA,"Ano7"
"3490",NA,NA,"Rln3"
"3491",NA,NA,"Rbm47"
"3492",NA,NA,"Fam83g"
"3493",NA,NA,"Enpp2"
"3494",NA,NA,"Il17rb"
"3495",NA,NA,"Arhgap33"
"3496",NA,NA,"Il23r"
"3497",NA,NA,"Il2"
"3498",NA,NA,"Tmem38a"
"3499",NA,NA,"Ero1b"
"3500",NA,NA,"Mgst1"
"3501",NA,NA,"Slc10a1"
"3502",NA,NA,"Nptxr"
"3503",NA,NA,"Serf1"
"3504",NA,NA,"Zfp750"
"3505",NA,NA,"Atrip"
"3506",NA,NA,"Ticam2"
"3507",NA,NA,"Sema7a"
"3508",NA,NA,"Pip5kl1"
"3509",NA,NA,"Mab21l2"
"3510",NA,NA,"Apip"
"3511",NA,NA,"Tnfaip2"
"3512",NA,NA,"Nr2f6"
"3513",NA,NA,"Npw"
"3514",NA,NA,"Vwa5a"
"3515",NA,NA,"Zfp839"
"3516",NA,NA,"Ston2"
"3517",NA,NA,"Kctd11"
"3518",NA,NA,"Thoc2l"
"3519",NA,NA,"Ankrd23"
"3520",NA,NA,"Slc2a4"
"3521",NA,NA,"Thumpd2"
"3522",NA,NA,"Igsf3"
"3523",NA,NA,"Nkiras1"
"3524",NA,NA,"Epn2"
"3525",NA,NA,"Arap3"
"3526",NA,NA,"Dpy19l3"
"3527",NA,NA,"Or1o4"
"3528",NA,NA,"Nicn1"
"3529",NA,NA,"Gata1"
"3530",NA,NA,"H2ac11"
"3531",NA,NA,"Uhrf1bp1"
"3532",NA,NA,"Mvk"
"3533",NA,NA,"Myo1e"
"3534",NA,NA,"Pilrb1"
"3535",NA,NA,"Zbtb8a"
"3536",NA,NA,"Urb1"
"3537",NA,NA,"Ccp110"
"3538",NA,NA,"Ltbp3"
"3539",NA,NA,"Misp3"
"3540",NA,NA,"Snx32"
"3541",NA,NA,"Zfp523"
"3542",NA,NA,"Pifo"
"3543",NA,NA,"Bbs10"
"3544",NA,NA,"Hmga1b"
"3545",NA,NA,"Tspan2"
"3546",NA,NA,"Spatc1l"
"3547",NA,NA,"Slc9a5"
"3548",NA,NA,"Zfp105"
"3549",NA,NA,"Arid3a"
"3550",NA,NA,"Tstd3"
"3551",NA,NA,"Trav12-2"
"3552",NA,NA,"Dnajb13"
"3553",NA,NA,"Trbj2-1"
"3554",NA,NA,"Matn2"
"3555",NA,NA,"Cage1"
"3556",NA,NA,"Gon4l"
"3557",NA,NA,"Trgv2"
"3558",NA,NA,"Zmat1"
"3559",NA,NA,"Zfp768"
"3560",NA,NA,"Ddb1"
"3561",NA,NA,"Igkv3-10"
"3562",NA,NA,"Tctn1"
"3563",NA,NA,"Gk"
"3564",NA,NA,"F11r"
"3565",NA,NA,"1700102P08Rik"
"3566",NA,NA,"Wnt10b"
"3567",NA,NA,"Pdk2"
"3568",NA,NA,"Mlf1"
"3569",NA,NA,"Nek1"
"3570",NA,NA,"Pomt2"
"3571",NA,NA,"2300009A05Rik"
"3572",NA,NA,"Dctd"
"3573",NA,NA,"Tatdn2"
"3574",NA,NA,"6720489N17Rik"
"3575",NA,NA,"Blnk"
"3576",NA,NA,"Hk3"
"3577",NA,NA,"Arhgef7"
"3578",NA,NA,"Igkv4-58"
"3579",NA,NA,"Ctsg"
"3580",NA,NA,"Ypel4"
"3581",NA,NA,"Ccdc141"
"3582",NA,NA,"Igkv8-27"
"3583",NA,NA,"F2rl1"
"3584",NA,NA,"Tgm1"
"3585",NA,NA,"Tbc1d30"
"3586",NA,NA,"H1f3"
"3587",NA,NA,"Srcap"
"3588",NA,NA,"Plppr2"
"3589",NA,NA,"Ctbp2"
"3590",NA,NA,"Tmcc1"
"3591",NA,NA,"Zfp683"
"3592",NA,NA,"Prss34"
"3593",NA,NA,"Anxa1"
"3594",NA,NA,"Ptges"
"3595",NA,NA,"Traj12"
"3596",NA,NA,"Vwa1"
"3597",NA,NA,"Proser2"
"3598",NA,NA,"Cd79b"
"3599",NA,NA,"Qrsl1"
"3600",NA,NA,"Slc36a1"
"3601",NA,NA,"Tbc1d24"
"3602",NA,NA,"Mitf"
"3603",NA,NA,"Macrod2"
"3604",NA,NA,"Taf15"
"3605",NA,NA,"H2bc22"
"3606",NA,NA,"Hyal3"
"3607",NA,NA,"Trio"
"3608",NA,NA,"Glcci1"
"3609",NA,NA,"Tmed1"
"3610",NA,NA,"Pid1"
"3611",NA,NA,"Mocos"
"3612",NA,NA,"Eps8l1"
"3613",NA,NA,"Alpk1"
"3614",NA,NA,"I830077J02Rik"
"3615",NA,NA,"Dnaaf2"
"3616",NA,NA,"Pcnx"
"3617",NA,NA,"Yap1"
"3618",NA,NA,"Ighv1-72"
"3619",NA,NA,"Prpf40b"
"3620",NA,NA,"Chrna2"
"3621",NA,NA,"Tada2b"
"3622",NA,NA,"Nr1h3"
"3623",NA,NA,"Optc"
"3624",NA,NA,"Xlr4c"
"3625",NA,NA,"2810021J22Rik"
"3626",NA,NA,"Ttn"
"3627",NA,NA,"Camsap3"
"3628",NA,NA,"Gzmc"
"3629",NA,NA,"Slc12a9"
"3630",NA,NA,"Cd244a"
"3631",NA,NA,"Cavin1"
"3632",NA,NA,"Pgm2l1"
"3633",NA,NA,"Jam2"
"3634",NA,NA,"Plat"
"3635",NA,NA,"Gm3739"
"3636",NA,NA,"Tm4sf5"
"3637",NA,NA,"Tmem35b"
"3638",NA,NA,"Zfp467"
"3639",NA,NA,"Mx2"
"3640",NA,NA,"Tmem67"
"3641",NA,NA,"Lgalsl"
"3642",NA,NA,"Vwce"
"3643",NA,NA,"Cspp1"
"3644",NA,NA,"Clec7a"
"3645",NA,NA,"Cdk5r1"
"3646",NA,NA,"Adh4"
"3647",NA,NA,"Chdh"
"3648",NA,NA,"Lix1l"
"3649",NA,NA,"Kcnh2"
"3650",NA,NA,"Pcsk1"
"3651",NA,NA,"Ppp1r3f"
